% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.131678346e+01 +4.131678346e+01 -6.123321654e+01 -6.123321654e+01 -2.9913e+00 -6.1555e-02
2 +8.466065593e+00 +8.466065593e+00 -9.408393441e+01 -9.408393441e+01 +2.6412e-01 +4.1987e+00
12 +5.010984879e+00 +5.010984879e+00 -9.753901512e+01 -9.753901512e+01 +4.9013e+00 +2.6071e+00
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.106360451e+01 +1.106360451e+01 +8.275360451e+01 +8.275360451e+01 -9.1701e-01 +1.7042e+00
3 +8.884213782e+00 +8.884213782e+00 +8.057421378e+01 +8.057421378e+01 +2.8537e+00 -4.6507e+00
10 +3.647658831e+00 +3.647658831e+00 +7.533765883e+01 +7.533765883e+01 +9.2829e-02 +3.7123e+00
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.995097311e+01 +1.995097311e+01 +2.339609731e+02 +2.339609731e+02 -1.4223e+00 +2.3227e+00
3 +1.193226468e+01 +1.193226468e+01 +2.259422647e+02 +2.259422647e+02 +7.6857e-01 +1.0781e-01
9 +6.957282389e+00 +6.957282389e+00 +2.209672824e+02 +2.209672824e+02 -1.1603e+00 +1.4578e+00
14 +5.916532486e+00 +5.916532486e+00 +2.199265325e+02 +2.199265325e+02 +4.4592e+00 -3.3197e-01
16 +3.066191027e+00 +3.066191027e+00 +2.170761910e+02 +2.170761910e+02 -2.0220e+00 +2.3227e+00
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.983801931e+01 +1.983801931e+01 -3.864198069e+01 -3.864198069e+01 -4.5670e-01 -1.6462e-01
2 +1.187429148e+01 +1.187429148e+01 -4.660570852e+01 -4.660570852e+01 -1.6246e+00 +2.0281e+00
3 +5.881318069e+00 +5.881318069e+00 -5.259868193e+01 -5.259868193e+01 +2.2239e+00 +3.1503e-01
6 +2.482716573e+00 +2.482716573e+00 -5.599728343e+01 -5.599728343e+01 +1.7942e+00 -3.2651e-02
9 +9.829824400e-02 +9.829824400e-02 -5.838170176e+01 -5.838170176e+01 +1.2785e+00 +1.8026e+00
% function evaluation | noise-free fitness - Fopt (-6.130800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.278682396e+01 +2.278682396e+01 -5.902931760e+02 -5.902931760e+02 -2.2370e+00 +2.8896e+00
