% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.280094539e+02 +1.280094539e+02 +2.545945390e+01 +2.545945390e+01 -3.6792e+00 -4.2818e+00 -4.6420e+00 -1.5207e+00 +3.3126e+00
2 +4.990611354e+01 +4.990611354e+01 -5.264388646e+01 -5.264388646e+01 -2.6788e+00 +2.1354e-01 +3.4003e+00 +1.0813e+00 -4.5018e+00
3 +1.455942145e+01 +1.455942145e+01 -8.799057855e+01 -8.799057855e+01 -1.9089e+00 +9.9341e-01 +4.0275e+00 -5.6305e-01 +6.1694e-01
25 +8.836959082e+00 +8.836959082e+00 -9.371304092e+01 -9.371304092e+01 -1.0969e+00 -2.4943e+00 +2.5203e+00 +1.3630e+00 +3.1110e-01
% function evaluation | noise-free fitness - Fopt (7.169000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.312676374e+02 +1.312676374e+02 +2.029576374e+02 +2.029576374e+02 +1.3424e+00 +4.7590e+00 -2.5121e+00 -2.5228e+00 -2.9454e+00
2 +7.159455329e+01 +7.159455329e+01 +1.432845533e+02 +1.432845533e+02 +1.2074e+00 +4.6094e+00 -4.6100e+00 -1.5121e+00 +2.7350e+00
3 +1.681922704e+01 +1.681922704e+01 +8.850922704e+01 +8.850922704e+01 -7.2859e-02 +1.2370e+00 -1.3878e+00 +3.2303e+00 +1.7741e+00
15 +1.291978400e+01 +1.291978400e+01 +8.460978400e+01 +8.460978400e+01 -2.5839e+00 +8.4877e-01 +4.8304e-01 -1.2638e+00 +4.2188e+00
27 +3.429567582e+00 +3.429567582e+00 +7.511956758e+01 +7.511956758e+01 -3.6541e-01 -2.0729e+00 -1.7445e+00 -1.3593e+00 +9.4767e-01
% function evaluation | noise-free fitness - Fopt (2.140100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.558759049e+01 +2.558759049e+01 +2.395975905e+02 +2.395975905e+02 -3.2357e+00 -3.0981e+00 +2.1634e+00 -1.0240e+00 -2.2993e+00
4 +1.964112841e+01 +1.964112841e+01 +2.336511284e+02 +2.336511284e+02 +2.7315e+00 -2.1966e+00 -1.8112e+00 -4.6268e-01 -9.3138e-01
25 +1.496210363e+01 +1.496210363e+01 +2.289721036e+02 +2.289721036e+02 -2.3421e+00 +3.9305e+00 +1.9677e+00 -3.4536e-01 +1.1155e+00
% function evaluation | noise-free fitness - Fopt (-5.848000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.591441629e+02 +1.591441629e+02 +1.006641629e+02 +1.006641629e+02 -4.0663e+00 -4.0037e+00 -9.4106e-01 +3.0402e+00 +2.7170e+00
2 +5.413099127e+01 +5.413099127e+01 -4.349008733e+00 -4.349008733e+00 +1.7178e+00 -1.2794e+00 -6.5419e-01 +4.3753e+00 +4.4006e+00
3 +2.878778347e+01 +2.878778347e+01 -2.969221653e+01 -2.969221653e+01 +1.4984e+00 +1.8859e+00 +2.2710e+00 +3.7846e+00 +1.6366e+00
5 +2.136687474e+01 +2.136687474e+01 -3.711312526e+01 -3.711312526e+01 +3.0049e+00 -1.2430e+00 +7.4714e-01 +3.6928e+00 -3.5711e+00
13 +1.584764912e+01 +1.584764912e+01 -4.263235088e+01 -4.263235088e+01 -4.7099e+00 +4.2238e+00 +6.9250e-01 -1.2335e+00 +8.8751e-01
44 +8.682117717e+00 +8.682117717e+00 -4.979788228e+01 -4.979788228e+01 +2.9821e+00 -2.8624e+00 -2.7385e+00 -1.7482e+00 -2.6398e+00
% function evaluation | noise-free fitness - Fopt (-6.130800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.021510805e+02 +1.021510805e+02 -5.109289195e+02 -5.109289195e+02 +3.4341e+00 -4.4097e+00 +3.4361e+00 +2.0871e+00 -4.5239e+00
2 +2.786664890e+01 +2.786664890e+01 -5.852133511e+02 -5.852133511e+02 -2.8807e+00 -1.5019e-01 -2.1111e+00 -3.6438e+00 -3.4579e+00
3 +1.603933826e+01 +1.603933826e+01 -5.970406617e+02 -5.970406617e+02 -1.3678e+00 +3.9886e+00 -3.2792e+00 -1.3964e+00 -1.9437e+00
12 +1.423296858e+01 +1.423296858e+01 -5.988470314e+02 -5.988470314e+02 -2.5006e+00 -2.0340e+00 +1.8017e+00 -1.0504e-02 +2.1382e+00
% function evaluation | noise-free fitness - Fopt (-1.852700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.673883480e+01 +1.673883480e+01 -1.685311652e+02 -1.685311652e+02 +3.4172e+00 -9.9496e-01 -3.4106e+00 -2.1002e+00 -6.6528e-01
5 +1.036224934e+01 +1.036224934e+01 -1.749077507e+02 -1.749077507e+02 +6.3214e-01 +7.0939e-01 -4.4252e+00 +1.1795e+00 -1.2728e+00
