% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.587240872e+01 +7.587240872e+01 -9.241275913e+02 -9.241275913e+02 -3.9514e+00 -2.3451e+00 +2.6806e+00
3 +1.903903259e+01 +1.903903259e+01 -9.809609674e+02 -9.809609674e+02 +3.8755e+00 -3.2005e+00 -2.9433e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.146675224e+01 +4.146675224e+01 +1.041466752e+03 +1.041466752e+03 +1.0612e+00 -4.4064e-02 +2.2415e+00
2 +1.960265024e+01 +1.960265024e+01 +1.019602650e+03 +1.019602650e+03 +2.6675e+00 -2.3460e+00 +2.6396e+00
13 +8.226998430e+00 +8.226998430e+00 +1.008226998e+03 +1.008226998e+03 -2.5589e+00 -1.9783e+00 +1.9477e+00
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.697687117e+00 +1.697687117e+00 -4.743231288e+01 -4.743231288e+01 +3.7807e+00 +2.6352e+00 +4.1663e+00
% function evaluation | noise-free fitness - Fopt (2.977300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.013563743e-01 +4.013563743e-01 +2.981313564e+02 +2.981313564e+02 -4.2896e+00 +7.0120e-01 +3.6449e+00
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.473803845e+01 +7.473803845e+01 +1.263080385e+02 +1.263080385e+02 +3.3571e+00 -2.3355e+00 -4.1513e+00
2 +5.494864996e+01 +5.494864996e+01 +1.065186500e+02 +1.065186500e+02 +3.9618e+00 -3.8267e+00 +4.7663e+00
9 +1.366254793e+01 +1.366254793e+01 +6.523254793e+01 +6.523254793e+01 +3.0619e+00 -2.5891e-01 +1.3744e+00
% function evaluation | noise-free fitness - Fopt (3.943000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.115837684e+01 +5.115837684e+01 +9.058837684e+01 +9.058837684e+01 -2.0749e+00 -2.8593e+00 +1.5018e+00
9 +3.315901667e+01 +3.315901667e+01 +7.258901667e+01 +7.258901667e+01 +4.9688e+00 -3.2263e+00 +2.0131e-01
14 +9.977403313e+00 +9.977403313e+00 +4.940740331e+01 +4.940740331e+01 +1.7604e+00 -4.0009e+00 -4.6028e+00
% function evaluation | noise-free fitness - Fopt (1.322900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.994566366e+01 +7.994566366e+01 +2.122356637e+02 +2.122356637e+02 -6.3525e-01 +4.8041e+00 -3.5366e-01
2 +5.031552915e+01 +5.031552915e+01 +1.826055291e+02 +1.826055291e+02 +1.5110e+00 +2.0000e+00 +3.4659e+00
3 +2.497035112e+01 +2.497035112e+01 +1.572603511e+02 +1.572603511e+02 -6.4770e-01 +1.4163e+00 +4.7198e+00
9 +1.459026098e+01 +1.459026098e+01 +1.468802610e+02 +1.468802610e+02 -2.9024e+00 +2.8688e+00 -1.1904e+00
% function evaluation | noise-free fitness - Fopt (-4.871000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.427619842e+01 +6.427619842e+01 +1.556619842e+01 +1.556619842e+01 -3.3535e+00 -4.1397e+00 +3.3256e+00
8 +6.219355337e+01 +6.219355337e+01 +1.348355337e+01 +1.348355337e+01 -2.9606e+00 -2.6130e+00 +3.2082e-01
13 +1.109664830e+01 +1.109664830e+01 -3.761335170e+01 -3.761335170e+01 +4.2544e+00 -4.9275e+00 +1.0816e+00
% function evaluation | noise-free fitness - Fopt (-2.833000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.207198974e+01 +5.207198974e+01 +2.374198974e+01 +2.374198974e+01 -2.6409e+00 +2.9252e+00 +3.3338e+00
2 +2.457291994e+01 +2.457291994e+01 -3.757080057e+00 -3.757080057e+00 +1.5731e+00 -4.9576e+00 +2.8877e+00
26 +7.764478600e+00 +7.764478600e+00 -2.056552140e+01 -2.056552140e+01 +4.1769e+00 +1.6629e+00 -4.0753e+00
% function evaluation | noise-free fitness - Fopt (-1.516100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.474083005e+01 +7.474083005e+01 -7.686916995e+01 -7.686916995e+01 +4.8986e+00 -2.2488e+00 +1.7811e+00
3 +5.596017073e+01 +5.596017073e+01 -9.564982927e+01 -9.564982927e+01 -2.7747e+00 +2.2658e+00 +1.4274e+00
7 +2.845495457e+01 +2.845495457e+01 -1.231550454e+02 -1.231550454e+02 -1.6885e-01 +3.1803e+00 -1.0196e+00
% function evaluation | noise-free fitness - Fopt (-1.069900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.746801198e+01 +7.746801198e+01 -2.952198802e+01 -2.952198802e+01 -1.7468e+00 -2.7538e+00 -2.3738e-01
6 +1.355876370e+01 +1.355876370e+01 -9.343123630e+01 -9.343123630e+01 +7.1948e-01 +4.4552e+00 -2.2103e+00
15 +3.384133262e+00 +3.384133262e+00 -1.036058667e+02 -1.036058667e+02 -4.1203e+00 +1.1987e+00 +4.1907e+00
% function evaluation | noise-free fitness - Fopt (1.000300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.916071087e+01 +6.916071087e+01 +1.691907109e+02 +1.691907109e+02 -2.9397e+00 +6.3641e-01 +3.9611e+00
3 +5.724080292e+01 +5.724080292e+01 +1.572708029e+02 +1.572708029e+02 +2.7116e+00 +3.4392e+00 -1.3394e+00
16 +6.807157029e+00 +6.807157029e+00 +1.068371570e+02 +1.068371570e+02 -6.1064e+00 +1.6445e+00 +3.2170e+00
% function evaluation | noise-free fitness - Fopt (-2.788900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.300711310e+01 +2.300711310e+01 -2.558828869e+02 -2.558828869e+02 +2.5204e+00 -1.4867e+00 +3.2542e+00
12 +6.104338635e+00 +6.104338635e+00 -2.727856614e+02 -2.727856614e+02 +3.7336e+00 +1.1956e+00 +4.3314e+00
% function evaluation | noise-free fitness - Fopt (5.142200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.604944578e+01 +6.604944578e+01 +5.802694458e+02 +5.802694458e+02 -1.5198e+00 +4.2386e+00 +3.6538e+00
2 +5.911591500e+01 +5.911591500e+01 +5.733359150e+02 +5.733359150e+02 -2.6250e+00 -4.9636e+00 +2.7032e+00
5 +7.453432741e+00 +7.453432741e+00 +5.216734327e+02 +5.216734327e+02 -6.3819e-01 +3.4977e+00 +3.6068e+00
% function evaluation | noise-free fitness - Fopt (6.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.469249280e+01 +7.469249280e+01 +6.845724928e+02 +6.845724928e+02 +1.8453e+00 +1.2617e+00 -2.0407e+00
3 +5.355070091e+01 +5.355070091e+01 +6.634307009e+02 +6.634307009e+02 -5.4730e-01 +2.6118e+00 -4.5342e+00
4 +3.006828170e+01 +3.006828170e+01 +6.399482817e+02 +6.399482817e+02 +1.5451e+00 +2.6997e+00 -2.8522e+00
30 +1.024437311e+00 +1.024437311e+00 +6.109044373e+02 +6.109044373e+02 +7.3554e-01 -3.4252e+00 +3.2753e+00
