% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.166511367e+07 +4.166511367e+07 +4.166490379e+07 +4.166490379e+07 -1.1380e-01 +3.4016e+00 -4.2570e+00 +1.6391e+00 -3.8477e+00 -4.2800e+00 +2.8533e+00 +3.3447e+00 +1.4957e+00 -4.0698e+00
2 +5.825351875e+06 +5.825351875e+06 +5.825141995e+06 +5.825141995e+06 -2.7909e-01 -4.5579e+00 +2.0372e-01 -4.6536e+00 -4.8760e+00 -1.0878e+00 +3.6985e+00 -4.4137e+00 -2.8646e+00 +5.8160e-01
4 +1.116323762e+06 +1.116323762e+06 +1.116113882e+06 +1.116113882e+06 -2.3130e-01 +2.7980e+00 +4.7990e-01 +2.7881e+00 -1.0304e+00 +1.7231e+00 +1.4646e+00 +3.0884e+00 -1.7545e+00 +1.7832e+00
6 +6.312782270e+05 +6.312782270e+05 +6.310683470e+05 +6.310683470e+05 +4.1257e+00 +1.0060e+00 +4.0526e+00 +3.5277e+00 +1.7661e+00 -4.3599e+00 +2.7261e+00 +1.2739e+00 +1.1609e-01 +2.3760e+00
90 +6.243452180e+05 +6.243452180e+05 +6.241353380e+05 +6.241353380e+05 -1.7241e+00 -3.6704e+00 +1.5559e-01 +1.5761e+00 -2.3529e+00 -4.8319e+00 +8.4406e+00 +1.4021e-01 -1.0937e+00 +2.9424e+00
% function evaluation | noise-free fitness - Fopt (-9.209000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.798669409e+05 +6.798669409e+05 +6.797748509e+05 +6.797748509e+05 +2.9403e+00 -1.9707e+00 -1.1300e+00 +1.2371e-01 +8.8795e-01 +8.1362e-01 +1.7837e+00 +1.8575e+00 -7.1829e-01 +1.1670e+00
75 +4.591230673e+05 +4.591230673e+05 +4.590309773e+05 +4.590309773e+05 +2.2087e+00 -4.9565e+00 -1.9152e+00 +2.0241e+00 -2.0418e+00 +3.2702e+00 +3.9766e+00 +5.0939e-01 +1.3784e+00 +1.7044e+00
% function evaluation | noise-free fitness - Fopt (-8.789000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.425244729e+07 +2.425244729e+07 +2.425235940e+07 +2.425235940e+07 +3.7469e-01 -2.8580e+00 -3.1333e+00 +1.7985e+00 +7.8664e-01 -8.2034e-01 +2.4126e+00 -4.8093e+00 -4.0678e+00 -1.2825e+00
2 +6.355648612e+06 +6.355648612e+06 +6.355560722e+06 +6.355560722e+06 +1.1181e+00 +1.9344e+00 -2.4925e+00 +2.6424e+00 -1.9041e+00 +9.0943e-01 -4.0391e+00 -3.7307e+00 +1.3102e+00 +4.7981e+00
4 +1.505120580e+06 +1.505120580e+06 +1.505032690e+06 +1.505032690e+06 +1.7651e+00 -4.5231e+00 +1.1708e-01 -2.6688e+00 +3.7421e-02 +2.5230e+00 -1.0435e-01 -2.9640e-01 -4.9077e+00 +3.1180e+00
49 +7.962250368e+05 +7.962250368e+05 +7.961371468e+05 +7.961371468e+05 +4.1139e+00 +2.4065e-01 +2.7807e+00 -3.3517e-01 -3.1836e+00 +6.0711e-01 -2.6714e+00 +2.7862e+00 -1.0546e+00 +2.9133e+00
