% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.961493799e+02 +1.961493799e+02 +2.320493799e+02 +2.320493799e+02 +2.4682e+00 -4.6316e-01 -3.7110e+00
2 +1.415753976e+02 +1.415753976e+02 +1.774753976e+02 +1.774753976e+02 -2.6574e+00 -2.2921e+00 -3.3216e+00
5 +2.266253159e+01 +2.266253159e+01 +5.856253159e+01 +5.856253159e+01 +4.8012e+00 -8.1341e-01 +1.9823e+00
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.690363398e+04 +5.690363398e+04 +5.693500398e+04 +5.693500398e+04 -4.5527e+00 -4.2792e+00 +3.0555e+00
3 +1.187265719e+01 +1.187265719e+01 +4.324265719e+01 +4.324265719e+01 +2.7635e-01 +1.4833e+00 -2.7628e+00
8 +8.990541002e+00 +8.990541002e+00 +4.036054100e+01 +4.036054100e+01 +2.9724e-01 +1.7385e+00 -2.9158e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.574151788e+05 +2.574151788e+05 +2.564151788e+05 +2.564151788e+05 -1.2148e+00 -1.7553e+00 -3.9010e+00
5 +1.587418774e+05 +1.587418774e+05 +1.577418774e+05 +1.577418774e+05 -4.2016e+00 +7.4285e-01 +2.7894e+00
9 +1.179179458e+05 +1.179179458e+05 +1.169179458e+05 +1.169179458e+05 -3.0931e+00 +2.8812e+00 -2.6010e+00
11 +3.469575526e+04 +3.469575526e+04 +3.369575526e+04 +3.369575526e+04 -4.7328e+00 +1.0363e+00 -2.0856e+00
12 +1.965496981e+04 +1.965496981e+04 +1.865496981e+04 +1.865496981e+04 -4.3124e+00 -3.1922e+00 +4.7079e-01
18 +1.383128221e+02 +1.383128221e+02 -8.616871779e+02 -8.616871779e+02 -1.0600e+01 -4.4846e+00 +3.5796e+00
29 +9.558958988e+01 +9.558958988e+01 -9.044104101e+02 -9.044104101e+02 -7.2528e+00 -3.3023e+00 +1.5867e+00
% function evaluation | noise-free fitness - Fopt (1.319200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.554048383e+05 +4.554048383e+05 +4.555367583e+05 +4.555367583e+05 -4.1242e-01 +3.7327e+00 +4.4525e+00
2 +1.733327781e+05 +1.733327781e+05 +1.734646981e+05 +1.734646981e+05 -1.8132e+00 +9.3160e-02 +1.6273e+00
3 +1.139499729e+05 +1.139499729e+05 +1.140818929e+05 +1.140818929e+05 +3.7017e+00 +4.0803e+00 +2.1321e-01
6 +1.471313426e+04 +1.471313426e+04 +1.484505426e+04 +1.484505426e+04 -1.3923e+00 +9.8294e-01 -1.9302e+00
17 +7.294437207e+03 +7.294437207e+03 +7.426357207e+03 +7.426357207e+03 -1.3923e+00 +9.8294e-01 -2.3198e+00
20 +4.302707418e+03 +4.302707418e+03 +4.434627418e+03 +4.434627418e+03 +4.8641e+00 +2.0938e+00 -2.4147e+00
24 +1.290807984e+03 +1.290807984e+03 +1.422727984e+03 +1.422727984e+03 +1.8999e+00 +4.0081e-01 -2.3198e+00
% function evaluation | noise-free fitness - Fopt (5.908400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.338446796e+04 +2.338446796e+04 +2.397530796e+04 +2.397530796e+04 +4.9374e+00 +2.1510e+00 +3.0541e-01
2 +6.964101076e+01 +6.964101076e+01 +6.604810108e+02 +6.604810108e+02 +3.7058e+00 -4.2910e+00 +1.2961e+00
8 +3.740035374e+01 +3.740035374e+01 +6.282403537e+02 +6.282403537e+02 +3.1675e+00 -1.5252e+00 +5.1642e-01
% function evaluation | noise-free fitness - Fopt (3.098000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.942884684e+02 +1.942884684e+02 +2.252684684e+02 +2.252684684e+02 +1.7835e+00 -1.1728e-01 -2.7989e-01
12 +7.393988078e+01 +7.393988078e+01 +1.049198808e+02 +1.049198808e+02 +1.6019e+00 +4.4125e-01 +1.6806e+00
26 +3.421724091e+01 +3.421724091e+01 +6.519724091e+01 +6.519724091e+01 +1.1811e+00 -3.9995e+00 +4.4820e-01
% function evaluation | noise-free fitness - Fopt (-1.445400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
