% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.789773823e+01 +1.789773823e+01 +2.476773823e+01 +2.476773823e+01 -4.1303e+00 +4.2282e+00 -3.9420e-01
3 +1.396386073e+01 +1.396386073e+01 +2.083386073e+01 +2.083386073e+01 +2.8665e+00 +1.4695e+00 -3.1027e+00
6 +9.868510188e+00 +9.868510188e+00 +1.673851019e+01 +1.673851019e+01 +3.1889e+00 +4.8048e+00 +9.7420e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.913606046e+01 +2.913606046e+01 +2.914606046e+01 +2.914606046e+01 +1.4571e+00 +2.4322e+00 -1.5280e+00
5 +1.100411725e+01 +1.100411725e+01 +1.101411725e+01 +1.101411725e+01 -4.0835e-02 -4.0104e+00 +1.7417e+00
10 +7.954268101e+00 +7.954268101e+00 +7.964268101e+00 +7.964268101e+00 -2.8848e+00 +2.8222e-01 +3.7274e-01
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.886241122e+01 +2.886241122e+01 -1.017475888e+02 -1.017475888e+02 +3.6072e-01 -2.9072e+00 -2.9829e+00
4 +1.149555031e+01 +1.149555031e+01 -1.191144497e+02 -1.191144497e+02 +2.1439e+00 +4.3689e+00 -2.0910e+00
% function evaluation | noise-free fitness - Fopt (-2.231200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.533420370e+01 +2.533420370e+01 -1.977857963e+02 -1.977857963e+02 +2.2493e+00 -1.0473e+00 -4.8143e+00
4 +5.497829280e+00 +5.497829280e+00 -2.176221707e+02 -2.176221707e+02 -1.2339e+00 -4.3391e+00 +3.0877e+00
% function evaluation | noise-free fitness - Fopt (-4.443000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.446931896e+01 +4.446931896e+01 +3.931896115e-02 +3.931896115e-02 -5.9994e-01 -4.4187e+00 +3.3950e+00
2 +2.890825303e+01 +2.890825303e+01 -1.552174697e+01 -1.552174697e+01 +3.3832e+00 -8.8734e-01 +1.1966e+00
3 +2.414927921e+01 +2.414927921e+01 -2.028072079e+01 -2.028072079e+01 -3.6765e+00 -1.4544e+00 -2.8043e+00
6 +9.563114323e+00 +9.563114323e+00 -3.486688568e+01 -3.486688568e+01 +1.9047e+00 +2.5937e-01 +2.0433e+00
30 +2.105004552e+00 +2.105004552e+00 -4.232499545e+01 -4.232499545e+01 +1.0722e+00 +2.0182e+00 -4.5287e-01
% function evaluation | noise-free fitness - Fopt (8.539000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.178659544e+01 +5.178659544e+01 +1.371765954e+02 +1.371765954e+02 +4.7566e+00 -2.4295e+00 +4.5763e+00
2 +1.851542666e+01 +1.851542666e+01 +1.039054267e+02 +1.039054267e+02 +1.2568e+00 -2.0367e+00 -7.9696e-01
3 +1.335049452e+01 +1.335049452e+01 +9.874049452e+01 +9.874049452e+01 +3.7582e+00 -5.9422e-01 +3.1616e+00
