% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.831769512e+05 +2.831769512e+05 +2.833007812e+05 +2.833007812e+05 -2.5267e+00 -1.2670e+00 +9.3040e-01 -1.2677e+00 -1.8227e+00 -3.9627e+00 -3.4264e+00 +1.7746e+00 +1.7854e+00 +1.3910e+00 +9.8695e-01 -1.6924e+00 -4.6189e+00 +2.8719e+00 -3.0068e+00 +2.6737e+00 -8.2382e-01 +1.6042e+00 +2.9708e+00 +2.6377e+00
3 +7.827838495e+04 +7.827838495e+04 +7.840221495e+04 +7.840221495e+04 -4.2297e-01 +3.3801e+00 +1.7446e+00 +2.9869e+00 +2.6430e+00 +6.1294e-01 -1.2542e+00 +2.0146e+00 -2.3798e+00 -1.3692e+00 +4.7736e+00 +8.1222e-02 -6.6562e-01 +1.1993e+00 -1.3436e+00 +2.4059e+00 +1.6007e+00 -1.0301e+00 -2.8653e+00 -1.5472e+00
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.001050723e+05 +4.001050723e+05 +4.001525823e+05 +4.001525823e+05 -1.6974e+00 -4.7840e+00 -7.0454e-01 -3.4455e+00 -1.2086e-01 -4.1213e+00 +4.3423e+00 -1.1230e+00 +3.6313e+00 +1.4280e+00 -3.8010e+00 -8.7944e-01 -1.5418e+00 -2.8607e+00 +2.8884e+00 +3.4215e+00 +3.8981e+00 +1.5101e+00 +1.4381e+00 +2.9965e+00
2 +2.156742120e+05 +2.156742120e+05 +2.157217220e+05 +2.157217220e+05 -4.0467e+00 +3.3802e+00 -3.6674e+00 -3.2119e+00 +1.9137e+00 +4.7515e+00 -2.5702e+00 -1.8695e+00 +2.7903e+00 -1.4684e+00 +4.8749e-01 -1.8456e+00 +1.9164e+00 -1.5059e+00 +4.2598e+00 -1.0650e+00 +2.6737e-01 +3.2408e+00 +7.0541e-01 +1.1546e+00
35 +1.583593297e+05 +1.583593297e+05 +1.584068397e+05 +1.584068397e+05 -4.2071e+00 -3.0474e+00 +2.7286e+00 +4.8390e-01 +1.6716e+00 -2.8818e+00 +1.9959e+00 -7.9372e-01 +1.7704e+00 -1.9884e+00 -3.0896e-01 +2.2813e+00 +2.0056e+00 +1.3309e+00 -4.7387e+00 +2.6347e+00 -2.2685e+00 -2.2817e+00 -3.5779e-01 -3.5026e+00
74 +8.570210230e+04 +8.570210230e+04 +8.574961230e+04 +8.574961230e+04 -1.3329e+00 -3.0276e+00 -2.4011e+00 +2.2613e+00 +2.0384e+00 +3.1990e+00 +3.6019e+00 +4.4053e+00 -2.2341e+00 +1.2704e-01 -1.0263e+00 +7.0802e-01 -7.3820e-01 -1.0955e+00 +8.9206e-01 -2.3052e+00 -2.4696e+00 -1.9310e+00 +1.2329e+00 -6.1420e-02
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.969414038e+05 +2.969414038e+05 +2.969967438e+05 +2.969967438e+05 +1.3871e+00 +1.4848e+00 -2.8650e+00 +2.0925e+00 -4.2918e+00 -1.4135e+00 -2.0178e+00 -4.2158e+00 +4.5000e-01 -4.7075e+00 +3.6475e+00 -3.7362e+00 -4.6147e-01 +3.4419e+00 -2.0755e+00 -3.6998e+00 -3.3941e-01 +1.3240e+00 -6.1455e-02 +3.4568e+00
2 +1.293337676e+05 +1.293337676e+05 +1.293891076e+05 +1.293891076e+05 -1.9472e+00 +5.6184e-02 -1.1263e+00 -2.9010e+00 +3.8637e+00 +2.8449e-01 -1.5802e+00 -8.5521e-01 +1.0168e+00 +3.1892e+00 -6.3938e-01 +3.6251e+00 +2.7154e+00 -2.0676e+00 -5.4458e-01 -1.3419e+00 +2.7858e+00 +6.3795e-01 -2.9648e+00 +3.7622e+00
