% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.949998389e+06 +3.949998389e+06 +3.949943449e+06 +3.949943449e+06 +4.9060e+00 -8.9894e-01
19 +1.380194550e+03 +1.380194550e+03 +1.325254550e+03 +1.325254550e+03 -1.6610e+00 -1.4819e+00
% function evaluation | noise-free fitness - Fopt (5.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.087837125e+06 +1.087837125e+06 +1.087896255e+06 +1.087896255e+06 +3.5091e+00 -1.7943e+00
4 +5.422139386e+05 +5.422139386e+05 +5.422730686e+05 +5.422730686e+05 -1.9368e+00 +7.2668e-01
9 +9.536051024e+04 +9.536051024e+04 +9.541964024e+04 +9.541964024e+04 -4.3966e+00 +4.5005e+00
% function evaluation | noise-free fitness - Fopt (-4.915300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.617196838e+07 +1.617196838e+07 +1.617147685e+07 +1.617147685e+07 -3.4443e+00 -3.1839e+00
2 +1.722387264e+05 +1.722387264e+05 +1.717471964e+05 +1.717471964e+05 +9.8904e-01 -2.0620e+00
% function evaluation | noise-free fitness - Fopt (-1.702000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.395447229e+07 +5.395447229e+07 +5.395430209e+07 +5.395430209e+07 +9.2760e-01 +4.6564e+00
3 +7.611742116e+05 +7.611742116e+05 +7.610040116e+05 +7.610040116e+05 +1.4307e+00 -3.5168e+00
5 +2.032105314e+05 +2.032105314e+05 +2.030403314e+05 +2.030403314e+05 +1.8583e+00 -4.4419e+00
12 +9.288443414e+04 +9.288443414e+04 +9.271423414e+04 +9.271423414e+04 +2.0686e-01 -3.3538e+00
% function evaluation | noise-free fitness - Fopt (-4.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.556729859e+07 +2.556729859e+07 +2.556682884e+07 +2.556682884e+07 +3.4391e+00 +2.4385e+00
2 +2.186187474e+07 +2.186187474e+07 +2.186140499e+07 +2.186140499e+07 +2.4790e+00 +1.9409e+00
3 +2.695072214e+06 +2.695072214e+06 +2.694602464e+06 +2.694602464e+06 +3.9900e+00 -8.7918e-01
8 +1.651018375e+06 +1.651018375e+06 +1.650548625e+06 +1.650548625e+06 +2.9519e+00 -1.5639e+00
12 +4.965802448e+05 +4.965802448e+05 +4.961104948e+05 +4.961104948e+05 +4.3307e+00 -1.9168e+00
19 +2.574674038e+05 +2.574674038e+05 +2.569976538e+05 +2.569976538e+05 +2.0730e+00 -3.3254e+00
% function evaluation | noise-free fitness - Fopt (-1.280000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.243375493e+06 +2.243375493e+06 +2.243362693e+06 +2.243362693e+06 +5.2320e-01 -7.8443e-01
2 +2.870247953e+04 +2.870247953e+04 +2.868967953e+04 +2.868967953e+04 +2.7682e+00 -1.9874e+00
9 +4.777516490e+03 +4.777516490e+03 +4.764716490e+03 +4.764716490e+03 +2.7047e-01 -2.1349e+00
% function evaluation | noise-free fitness - Fopt (-3.856900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.249058988e+07 +2.249058988e+07 +2.249020419e+07 +2.249020419e+07 -2.9258e+00 +2.3333e+00
2 +8.759076703e+04 +8.759076703e+04 +8.720507703e+04 +8.720507703e+04 +2.4594e+00 +7.2842e-01
% function evaluation | noise-free fitness - Fopt (4.000000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.646062803e+05 +2.646062803e+05 +2.646462803e+05 +2.646462803e+05 -9.0654e-01 -3.4230e+00
2 +3.626970316e+04 +3.626970316e+04 +3.630970316e+04 +3.630970316e+04 -2.3798e+00 -2.7865e+00
13 +1.090860558e+04 +1.090860558e+04 +1.094860558e+04 +1.094860558e+04 -2.1195e+00 -2.7583e+00
% function evaluation | noise-free fitness - Fopt (1.142600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.070853001e+06 +2.070853001e+06 +2.070967261e+06 +2.070967261e+06 +4.1102e+00 +4.5774e+00
7 +4.305741500e+04 +4.305741500e+04 +4.317167500e+04 +4.317167500e+04 +9.4855e-01 -1.2946e+00
% function evaluation | noise-free fitness - Fopt (1.393000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.886511305e+07 +2.886511305e+07 +2.886512698e+07 +2.886512698e+07 -4.8558e+00 +4.2617e+00
2 +1.078389084e+07 +1.078389084e+07 +1.078390477e+07 +1.078390477e+07 +4.5384e+00 -2.1033e+00
3 +4.833079675e+06 +4.833079675e+06 +4.833093605e+06 +4.833093605e+06 -4.6010e+00 -3.6546e+00
