% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.845902936e+02 +1.845902936e+02 +2.872002936e+02 +2.872002936e+02 -3.7498e+00 +1.9573e+00 -1.9886e+00 -3.3416e+00 +2.8026e+00
2 +5.437499708e+01 +5.437499708e+01 +1.569849971e+02 +1.569849971e+02 +8.0362e-01 +2.0780e+00 -8.5983e-01 -2.8574e-01 -1.6505e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.884347084e+01 +9.884347084e+01 +1.921434708e+02 +1.921434708e+02 -9.7720e-01 +2.6950e+00 +2.1266e+00 +1.9323e+00 -1.4548e+00
37 +4.634088738e+01 +4.634088738e+01 +1.396408874e+02 +1.396408874e+02 -2.4432e+00 -6.4991e-01 -8.3540e-01 +1.5617e+00 +1.0721e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.843708372e+01 +6.843708372e+01 +8.207708372e+01 +8.207708372e+01 +3.8559e+00 +6.7458e-01 +2.6345e+00 -1.1680e+00 +2.6283e+00
2 +4.324935948e+01 +4.324935948e+01 +5.688935948e+01 +5.688935948e+01 -9.3680e-01 -3.7459e+00 -3.1892e+00 +2.1429e+00 -3.2780e+00
31 +2.690116059e+01 +2.690116059e+01 +4.054116059e+01 +4.054116059e+01 -9.1174e-01 -3.5721e+00 -2.0463e+00 +3.6185e+00 -2.2386e+00
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.190993815e+02 +1.190993815e+02 +3.138993815e+02 +3.138993815e+02 -3.0335e+00 +8.9659e-01 -2.0283e+00 -2.5520e-01 -1.1014e+00
2 +9.933726750e+01 +9.933726750e+01 +2.941372675e+02 +2.941372675e+02 +1.9837e-01 +1.4582e+00 +1.5126e+00 +9.6154e-01 +2.3919e+00
11 +2.773621084e+01 +2.773621084e+01 +2.225362108e+02 +2.225362108e+02 +4.6144e+00 +1.0005e+00 +1.0740e+00 -2.6720e+00 -2.5016e+00
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.391767878e+02 +1.391767878e+02 +5.586787822e+00 +5.586787822e+00 +3.5020e+00 +1.5907e+00 +3.5773e+00 -1.9264e-01 -3.1706e+00
11 +8.859255812e+01 +8.859255812e+01 -4.499744188e+01 -4.499744188e+01 +1.1369e+00 -3.0433e-01 +1.3581e+00 +1.1548e+00 +4.3058e+00
% function evaluation | noise-free fitness - Fopt (1.543700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.656051199e+02 +1.656051199e+02 +3.199751199e+02 +3.199751199e+02 -8.2326e-01 +2.8132e+00 -3.7831e+00 -3.4463e+00 -2.6581e+00
