% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.288226971e+09 +1.288226971e+09 +1.288226350e+09 +1.288226350e+09 +1.0368e+00 +4.8860e+00 +4.6815e+00 +2.4124e+00 -4.3536e+00 -8.9725e-01 +8.9107e-01 +2.3565e+00 +2.2415e+00 -1.7317e+00 +8.1237e-01 -4.7169e+00 -3.0072e+00 -3.1575e+00 +8.7076e-01 -8.6478e-01 -3.6808e+00 +5.7558e-01 +4.9108e+00 -7.1762e-01
3 +3.987178819e+08 +3.987178819e+08 +3.987172607e+08 +3.987172607e+08 +2.3635e+00 +3.8186e+00 +6.0127e-01 -2.6040e+00 +3.1140e+00 +3.8674e+00 -4.3829e+00 +3.0068e+00 -1.9118e+00 +3.5152e+00 -9.8538e-01 -9.9155e-01 +1.7570e+00 +3.4268e+00 +3.0543e+00 -2.2985e+00 +4.4964e+00 +4.9565e+00 +1.9055e+00 +4.0525e+00
7 +3.878756948e+08 +3.878756948e+08 +3.878750737e+08 +3.878750737e+08 -4.3565e+00 +1.9819e+00 +2.0361e+00 -2.0819e+00 +3.6965e+00 -3.2325e+00 -1.3087e+00 -1.9460e+00 +3.2343e+00 -1.9217e+00 -4.1469e+00 -1.6000e+00 +1.9156e+00 +2.6755e+00 +9.3759e-01 -4.1519e+00 +6.5478e-01 +4.2188e+00 -3.2285e+00 +4.3602e+00
38 +2.006401220e+08 +2.006401220e+08 +2.006395009e+08 +2.006395009e+08 -2.0829e+00 +3.1574e+00 +3.3459e+00 -4.5764e+00 -2.8089e-03 -2.5779e+00 -1.5989e+00 +2.1977e+00 +3.6081e+00 -2.6438e+00 -3.2877e+00 -2.1827e+00 -2.2736e+00 +4.0850e+00 +4.5434e+00 -4.9377e+00 +4.0839e-01 -1.7040e+00 +2.8602e+00 +4.3943e-02
106 +1.576632812e+08 +1.576632812e+08 +1.576626601e+08 +1.576626601e+08 -2.5298e+00 -1.2179e-02 -3.2752e+00 -8.0387e-01 -3.7729e+00 -1.0694e+00 +2.5110e+00 +2.4127e+00 +1.8485e+00 -1.7102e+00 +3.5971e+00 +4.2644e+00 -1.1705e-01 -3.8807e-01 +9.5877e-02 -2.3833e+00 +1.5149e+00 +2.0425e+00 +2.8972e+00 +2.8707e+00
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.810529642e+08 +9.810529642e+08 +9.810527093e+08 +9.810527093e+08 +1.6520e+00 +3.1714e+00 +3.2172e+00 +1.7350e+00 +4.0713e+00 +4.8360e+00 -4.2974e+00 +1.7529e+00 -3.5781e+00 +1.0267e+00 -4.6895e+00 -2.7673e+00 +1.7994e+00 +2.7180e+00 -1.8395e+00 -2.4229e+00 +2.6278e-01 -3.2541e+00 -3.3502e+00 -4.7580e-01
16 +4.848318917e+08 +4.848318917e+08 +4.848316369e+08 +4.848316369e+08 +4.5253e-01 +2.3752e+00 +3.3055e+00 -4.1178e+00 -3.3312e+00 +1.4070e+00 -1.7763e-01 +3.3320e+00 -4.6012e+00 -2.4753e+00 -2.9707e+00 -1.9010e+00 +1.1825e+00 +2.0117e+00 +3.7875e-01 -2.5755e+00 +4.7774e+00 +1.0089e+00 +1.3956e+00 +1.5134e+00
107 +3.461439546e+08 +3.461439546e+08 +3.461436997e+08 +3.461436997e+08 +8.2525e+00 +1.8578e+00 +8.2336e-01 -1.7383e+00 -2.5787e+00 -1.8457e+00 -6.7120e-02 +4.9818e+00 -1.7670e+00 -1.5501e+00 -1.6272e+00 -2.6598e+00 -3.6253e+00 -9.6379e-01 -3.1444e+00 +1.0270e+00 +7.0080e+00 +6.9147e+00 -3.1465e-01 -8.6060e-01
% function evaluation | noise-free fitness - Fopt (5.661000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.404058374e+09 +2.404058374e+09 +2.404058430e+09 +2.404058430e+09 -6.8605e-01 +1.1868e+00 -1.9928e+00 +1.6231e+00 -1.1699e+00 -9.6618e-02 +2.0249e+00 +4.5815e+00 +2.3399e+00 -4.0399e+00 -8.7444e-01 +2.2378e+00 -2.7423e+00 +8.1912e-01 -3.6191e+00 +2.1082e+00 -1.0154e+00 -2.9788e+00 +4.2472e+00 -3.1980e+00
3 +1.243062405e+09 +1.243062405e+09 +1.243062461e+09 +1.243062461e+09 -2.7711e+00 +1.3497e+00 -4.0123e+00 -2.0273e+00 -1.3997e+00 +4.5839e+00 +1.1910e-01 -3.5039e+00 -3.4870e+00 -1.6949e+00 +4.9062e+00 +1.8881e+00 -2.6415e+00 -3.5200e+00 -5.2159e-01 +2.3726e-01 +1.0605e+00 +3.2184e+00 +4.0810e+00 +3.6433e-01
4 +7.693283416e+08 +7.693283416e+08 +7.693283982e+08 +7.693283982e+08 +4.3866e+00 +4.6027e+00 -4.6686e+00 -2.3242e+00 +1.8921e+00 -2.4447e+00 -4.9259e+00 -3.5865e-01 +2.3003e+00 +1.8175e+00 -7.2678e-01 -1.7834e+00 +8.0559e-01 +4.3058e+00 +2.0646e+00 -2.6920e+00 -2.0860e+00 -1.8165e+00 -4.1495e+00 -2.6938e+00
9 +6.189540922e+08 +6.189540922e+08 +6.189541488e+08 +6.189541488e+08 +2.2329e+00 +3.9764e+00 +3.5629e+00 -4.5934e+00 -1.3223e+00 +1.2626e+00 -7.9175e-02 +2.1064e+00 -1.0936e+00 +1.9372e+00 -9.8236e-01 +4.4540e+00 +7.4169e-01 +3.4194e+00 -4.4732e-02 -2.5827e+00 -2.2874e+00 +1.8185e+00 +9.8978e-01 -3.2363e+00
20 +2.574937799e+08 +2.574937799e+08 +2.574938365e+08 +2.574938365e+08 -1.3006e+00 +1.1511e+00 -2.5161e+00 -3.5334e+00 -3.4624e+00 -4.2293e+00 -9.6936e-01 -4.9124e+00 -7.6877e-01 -4.5357e-01 -1.0183e+00 -3.0436e+00 +2.0968e+00 +4.5843e+00 -4.6932e+00 +3.1772e+00 +2.6989e+00 +2.6918e+00 +2.9223e+00 -1.5803e-03
32 +2.256244929e+08 +2.256244929e+08 +2.256245495e+08 +2.256245495e+08 -3.1056e+00 -4.7096e+00 -1.5959e+00 +6.3912e-01 -4.8990e-01 -2.7503e+00 +2.9023e+00 +9.6450e-01 -1.4815e+00 +1.2786e+00 +1.1204e-01 -2.5473e-01 +2.8822e+00 -1.0484e+00 -4.7844e+00 -1.3527e+00 -3.1815e-01 -2.3454e+00 +3.7411e+00 -4.4939e+00
89 +1.372337577e+08 +1.372337577e+08 +1.372338143e+08 +1.372338143e+08 -3.9587e+00 -2.8377e-01 -4.3931e+00 -1.9465e+00 -3.4224e+00 -3.4980e+00 +1.8553e+00 -3.5581e+00 +1.0492e+00 +1.5200e+00 +2.6621e+00 -1.9734e+00 +4.0519e+00 +1.4076e+00 +6.6414e-01 +1.2399e+00 +3.7277e+00 +3.5710e+00 +2.5819e+00 -1.5277e+00
% function evaluation | noise-free fitness - Fopt (-1.810000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.031761771e+09 +1.031761771e+09 +1.031761753e+09 +1.031761753e+09 -3.8643e+00 -1.9554e+00 -2.9556e+00 -3.2656e+00 +3.3567e-01 -4.6417e+00 -9.0141e-01 +1.2028e+00 -1.3658e+00 +3.8053e+00 -4.3780e+00 -3.8556e+00 -2.6026e-01 -2.3538e+00 -1.8497e+00 +1.0716e+00 +2.6879e+00 -2.4353e+00 +2.6752e-01 +6.6707e-01
4 +4.897050703e+08 +4.897050703e+08 +4.897050522e+08 +4.897050522e+08 +3.8297e+00 -6.6885e-02 +1.0030e+00 -4.8197e+00 -1.6518e+00 +4.8278e+00 -1.1045e+00 +1.1563e+00 +4.7727e+00 -2.6644e+00 -2.4619e-01 -9.1167e-01 +1.4311e+00 -1.0848e+00 -3.8711e+00 +4.7179e+00 -3.2177e+00 -1.2140e+00 -2.7664e+00 +2.1960e+00
5 +2.786506039e+08 +2.786506039e+08 +2.786505858e+08 +2.786505858e+08 -3.1842e+00 +2.6173e+00 -2.1385e+00 -1.6797e+00 +4.6308e+00 +1.7511e+00 -1.0770e-01 -2.9543e+00 +3.6044e+00 +2.4024e+00 -3.0296e+00 -1.5211e+00 +3.3569e+00 -2.5629e+00 -4.0873e-02 -1.5585e+00 -6.6848e-01 -2.9006e+00 +3.3371e+00 -2.4218e+00
23 +2.424416874e+08 +2.424416874e+08 +2.424416693e+08 +2.424416693e+08 -2.1112e+00 -2.0726e+00 -1.8664e+00 -4.0907e-01 -3.4624e-01 +2.0690e+00 -4.9329e-01 -3.7306e+00 +3.4859e+00 +4.1414e+00 -4.8826e-03 +3.6488e+00 +2.8991e+00 -2.9305e+00 +3.0461e+00 +2.8953e+00 -4.7857e-02 +4.7864e-01 +2.1972e+00 -4.6656e+00
% function evaluation | noise-free fitness - Fopt (3.777000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.007862305e+08 +8.007862305e+08 +8.007862683e+08 +8.007862683e+08 -3.2951e+00 +1.6598e+00 -4.2170e+00 -2.2343e+00 +1.5431e+00 -1.6604e+00 +2.4920e+00 -2.5956e+00 -2.4026e+00 +2.4255e+00 -3.6512e-01 +2.4967e+00 -2.1961e+00 -2.1887e+00 -4.4056e+00 -8.2554e-01 +1.5963e+00 -2.9452e+00 -4.8716e+00 +2.7809e+00
3 +4.053078039e+08 +4.053078039e+08 +4.053078417e+08 +4.053078417e+08 +3.1797e+00 -3.8821e+00 -2.2152e+00 +2.7120e+00 -4.9030e+00 -4.8358e+00 +9.3194e-01 -2.2340e+00 +5.4805e-01 -4.7762e+00 -2.4643e+00 -1.2339e+00 +1.2442e+00 +3.3671e+00 -4.2351e+00 +3.2115e+00 +4.2841e+00 -2.6057e-02 -2.9052e+00 -2.5228e+00
5 +3.585551783e+08 +3.585551783e+08 +3.585552160e+08 +3.585552160e+08 -3.1793e+00 +2.0372e+00 -7.3032e-01 -2.6607e-01 -1.3292e+00 -1.8505e+00 +4.2514e+00 -1.8258e+00 +1.8633e+00 -3.1232e+00 -3.1579e+00 -2.2044e+00 -6.2110e-01 +1.1010e-01 -5.9580e-02 -1.4024e-01 -2.3369e+00 -3.1653e+00 +8.0228e-01 +3.4902e+00
15 +1.516110912e+08 +1.516110912e+08 +1.516111290e+08 +1.516111290e+08 -2.1890e+00 -1.6179e-01 +9.3205e-02 +1.8731e+00 -9.1213e-01 -3.7240e+00 -8.3965e-01 -2.5329e-01 +1.7404e+00 -4.0398e+00 +9.4834e-01 -4.7345e+00 +4.2800e+00 +1.5343e+00 -1.1073e+00 +6.0995e-01 -4.9377e+00 +4.1285e+00 -6.6205e-01 +6.7993e-01
% function evaluation | noise-free fitness - Fopt (-1.523000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.369495656e+10 +1.369495656e+10 +1.369495654e+10 +1.369495654e+10 -2.9734e-01 -4.1748e+00 -1.6498e+00 -1.0492e+00 +3.8130e+00 -2.1181e+00 -1.3724e+00 -8.8528e-01 -2.0132e+00 -8.3601e-01 +1.2016e+00 +3.1715e+00 +1.6686e+00 -3.5390e+00 -1.8180e+00 -1.3583e+00 +3.3526e+00 +3.2763e+00 -2.0032e+00 -4.8856e+00
2 +3.596277295e+09 +3.596277295e+09 +3.596277280e+09 +3.596277280e+09 +3.1014e+00 +7.9334e-02 +1.9215e-01 +2.6690e+00 -2.9948e+00 +8.7983e-01 +1.4191e+00 -4.4372e+00 +4.8420e+00 +2.2533e+00 +4.2103e+00 -4.6273e-02 +3.6766e+00 +4.3240e+00 -1.6156e+00 +2.2519e-01 +3.5286e+00 +1.7301e+00 +3.4545e+00 +1.4220e+00
3 +6.701129430e+08 +6.701129430e+08 +6.701129277e+08 +6.701129277e+08 -1.9344e-01 -3.4542e+00 +3.8587e+00 +7.0320e-02 +1.7734e+00 -3.1648e+00 -1.6380e+00 +3.8716e+00 -3.9865e+00 -3.3838e+00 +3.6199e+00 -1.6786e+00 +4.6981e+00 +1.6293e+00 -6.6614e-01 -2.5167e+00 -3.0374e+00 -2.8005e+00 +2.1815e+00 +4.4409e+00
4 +3.622626710e+08 +3.622626710e+08 +3.622626558e+08 +3.622626558e+08 +4.6867e+00 +3.8562e+00 -4.3128e+00 -2.0899e+00 +1.9269e+00 +2.5801e+00 +3.8029e+00 +3.9149e+00 -3.8070e+00 +3.5848e+00 -3.4860e+00 -3.8949e+00 -2.2882e+00 +2.2102e+00 -3.8823e-01 -2.6352e-01 +9.9948e-01 -3.3409e+00 +3.7364e+00 -1.3182e+00
69 +2.231520303e+08 +2.231520303e+08 +2.231520151e+08 +2.231520151e+08 +2.0435e+00 +3.7132e-01 +4.1802e+00 +3.2418e+00 -4.7539e+00 -2.2777e+00 -2.5673e+00 -2.7884e-01 +2.8540e+00 -1.6456e+00 +7.7972e-01 -4.3765e+00 -2.2625e-01 +8.0300e-01 +1.3330e+00 -4.0496e+00 -1.5874e+00 +2.4953e+00 -4.2967e+00 +2.5381e+00
% function evaluation | noise-free fitness - Fopt (-1.614300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.288947658e+09 +1.288947658e+09 +1.288947496e+09 +1.288947496e+09 -3.1010e+00 -4.9783e+00 -3.8229e+00 +3.9276e+00 -3.8668e-01 +9.1777e-01 +2.6698e+00 -3.6650e+00 -3.4996e+00 -4.6520e+00 +4.4553e-01 -4.4738e+00 -6.0948e-01 +4.2515e+00 +7.3552e-01 -4.2645e+00 -1.5254e+00 +3.1033e+00 +1.6602e-01 -1.4527e+00
3 +9.484709335e+08 +9.484709335e+08 +9.484707721e+08 +9.484707721e+08 -1.7396e+00 +4.3872e+00 +4.6552e+00 +3.0170e+00 -4.1090e+00 -1.7952e+00 +2.2686e+00 +1.2212e+00 +8.2998e-02 -3.3953e+00 -3.0595e+00 -4.6224e+00 -3.5139e+00 -2.0244e+00 +4.4293e+00 -1.6403e+00 +4.1261e+00 +4.8003e+00 +2.5657e+00 +4.5299e+00
12 +1.787770650e+08 +1.787770650e+08 +1.787769036e+08 +1.787769036e+08 -2.1883e+00 -3.1254e+00 +4.6060e+00 -2.4030e+00 +1.5389e+00 +1.7439e+00 -1.1696e+00 +5.0307e-01 +1.1802e+00 -1.0751e-01 -1.8469e+00 -2.7030e+00 +2.7576e+00 -4.3757e+00 +4.7041e+00 +1.4444e+00 -7.7127e-01 -3.5425e+00 +7.9161e-01 +2.3303e+00
% function evaluation | noise-free fitness - Fopt (3.280300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.556066984e+09 +1.556066984e+09 +1.556067312e+09 +1.556067312e+09 -3.3689e+00 +9.9112e-01 +4.3699e+00 +2.4988e+00 -4.8128e+00 +1.0551e+00 -1.8286e+00 +3.8110e+00 -3.5074e+00 +4.9656e+00 +3.6697e+00 -3.5739e-02 +3.1001e-01 -4.1360e+00 +3.3945e+00 +1.3851e+00 +4.0484e+00 -1.0871e+00 -4.4890e+00 +2.1310e+00
3 +3.545628749e+08 +3.545628749e+08 +3.545632029e+08 +3.545632029e+08 +2.1962e-01 +1.0825e+00 +2.3967e+00 -3.8656e+00 +3.1582e+00 +9.3168e-01 -4.6812e+00 -3.7319e+00 +1.4059e+00 +5.1700e-02 +1.0388e+00 -4.7189e+00 -1.3338e+00 +2.7839e-01 -3.2687e+00 -9.5506e-01 -2.1445e+00 +1.6731e+00 -1.7077e+00 -4.1981e+00
32 +2.309809536e+08 +2.309809536e+08 +2.309812817e+08 +2.309812817e+08 -3.1603e+00 -1.9737e+00 +2.0499e+00 +1.7757e+00 -4.0081e+00 -2.7038e+00 +1.5474e+00 +1.9816e+00 -4.1224e+00 -1.4503e+00 +4.8463e+00 +3.8076e-01 +3.5570e+00 +2.2572e+00 -2.2686e+00 +3.1064e+00 -3.9017e-01 -5.9324e-01 +3.9574e+00 -2.5404e+00
104 +1.283924720e+08 +1.283924720e+08 +1.283928000e+08 +1.283928000e+08 -1.9086e+00 +2.4879e-01 -5.1773e-01 -4.1916e-01 +4.5698e+00 -2.7038e+00 +1.5644e+00 +1.9816e+00 -4.1224e+00 -1.4503e+00 +3.0788e+00 -2.0798e-01 +7.3028e-01 +1.5943e+00 -2.2686e+00 -1.0077e+00 -2.8986e+00 +4.1075e-01 -1.3558e+00 -2.5404e+00
% function evaluation | noise-free fitness - Fopt (-3.213000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.634795974e+10 +1.634795974e+10 +1.634795971e+10 +1.634795971e+10 -5.4672e-01 +3.2843e+00 -2.1431e+00 +8.1220e-01 +1.0074e+00 -9.6403e-03 -1.7282e-02 +6.4754e-01 +2.2291e+00 +4.4460e+00 -4.2572e+00 +7.9595e-01 -3.4976e-01 +4.0919e+00 -4.4999e+00 +1.3464e+00 -1.2199e+00 -4.5300e+00 +2.4809e+00 -3.9846e-01
2 +8.560752559e+08 +8.560752559e+08 +8.560752238e+08 +8.560752238e+08 +3.4611e+00 -4.3694e+00 +3.7649e+00 +3.0225e+00 +3.3764e+00 -2.9409e-01 -3.2577e-01 -1.6995e+00 +3.1111e+00 +4.6479e+00 +4.8579e+00 -2.5841e-01 -1.4562e+00 +2.7276e-01 +1.2911e+00 -2.9551e+00 -8.3913e-01 -1.3677e+00 +1.3493e+00 -4.5144e+00
7 +5.867519254e+08 +5.867519254e+08 +5.867518933e+08 +5.867518933e+08 +1.0527e+00 -7.1749e-01 +2.9655e+00 +2.0902e+00 -3.4437e+00 -6.9780e-01 +1.8322e+00 -3.4430e+00 -2.7063e+00 +2.1337e+00 -4.6814e-01 +4.6977e+00 +4.9003e+00 -2.1926e+00 -4.7965e+00 -1.7648e+00 -9.8216e-01 -1.8214e+00 -3.7597e+00 -2.6588e+00
26 +3.608868160e+08 +3.608868160e+08 +3.608867839e+08 +3.608867839e+08 -2.7848e+00 -3.9597e+00 +1.7179e+00 -3.4731e+00 -2.4174e+00 +1.4653e-02 +3.8826e+00 -1.8512e+00 -4.9324e+00 +2.0678e+00 +3.2068e+00 +5.7568e-01 -1.3039e+00 -2.4978e+00 -1.4605e+00 +2.5789e-01 +5.9627e-01 +6.0352e-01 +3.0271e+00 +3.2159e+00
73 +2.323842378e+08 +2.323842378e+08 +2.323842057e+08 +2.323842057e+08 +2.2551e+00 +1.2987e+00 +4.7474e+00 -1.6549e+00 -3.8970e-01 +2.4918e+00 +6.1255e-01 -1.9123e+00 -2.4816e+00 +2.0784e+00 -1.2520e+00 +3.1657e+00 +1.5771e+00 +4.7303e+00 +2.1151e+00 +1.1924e-01 +7.5927e-01 +3.1454e-01 +2.0534e+00 +2.7744e+00
% function evaluation | noise-free fitness - Fopt (1.576000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.604987454e+08 +5.604987454e+08 +5.604987611e+08 +5.604987611e+08 +3.0295e+00 +2.7342e+00 +2.9442e+00 -3.2644e+00 -1.7002e+00 +1.7402e+00 +2.0672e+00 -4.5731e+00 +3.7988e+00 -4.0593e+00 -3.3585e+00 -4.4513e+00 +3.8317e+00 +2.4636e+00 +1.0822e+00 -3.1365e+00 -4.5905e+00 -4.6376e+00 -8.7974e-01 +3.0106e+00
3 +3.052985330e+08 +3.052985330e+08 +3.052985488e+08 +3.052985488e+08 +1.4159e-01 +1.8130e+00 +3.9185e+00 -3.6741e+00 -2.7775e+00 +3.7886e+00 +6.4636e-01 -3.7163e+00 +4.6686e+00 -1.9869e+00 -3.0810e+00 +3.9375e+00 +5.7370e-01 +1.9081e+00 +3.8212e+00 +1.8658e+00 +3.0496e+00 +9.0866e-02 -9.5245e-01 +2.0325e-01
27 +2.134520519e+08 +2.134520519e+08 +2.134520676e+08 +2.134520676e+08 -1.7177e+00 -1.4280e+00 -3.0505e+00 -2.5694e+00 +2.5649e+00 +2.5141e+00 +2.2561e+00 +4.7709e+00 +3.7560e+00 +2.1400e+00 -3.8132e-01 +3.4560e+00 -4.2476e+00 +7.0921e-01 -7.1576e-01 -3.6234e-01 +2.5765e+00 -3.8117e+00 +9.5284e-01 -6.4546e-01
% function evaluation | noise-free fitness - Fopt (3.735000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.616466819e+09 +3.616466819e+09 +3.616466857e+09 +3.616466857e+09 -9.6018e-01 +1.1123e+00 +1.2104e+00 +4.0649e+00 -4.0445e+00 -4.0722e+00 +2.5916e+00 +2.1852e+00 -3.4237e+00 +4.1441e+00 +1.5767e+00 +3.9337e+00 -3.3039e+00 -2.8767e-01 -4.8710e+00 +4.5124e+00 -6.9044e-01 +4.5092e-02 +2.6708e+00 -3.9659e+00
10 +2.002674272e+09 +2.002674272e+09 +2.002674310e+09 +2.002674310e+09 -2.8328e+00 +1.0020e-01 +2.8745e+00 -4.8188e+00 +2.6836e+00 -1.4950e+00 +4.4445e+00 -3.7240e+00 +4.2964e+00 -3.6000e+00 -1.6901e+00 +3.5719e+00 -2.3651e+00 +1.5175e+00 -2.2917e-01 -1.8833e+00 +2.8942e+00 +3.3427e+00 -2.8724e+00 +3.4728e+00
12 +9.707142463e+08 +9.707142463e+08 +9.707142837e+08 +9.707142837e+08 -2.6621e+00 +2.1498e+00 +3.1846e+00 -8.3441e-01 -2.4591e+00 +2.5977e+00 -3.9698e+00 -3.6048e+00 -3.1285e+00 -2.1654e+00 -1.4891e+00 +8.8005e-01 -1.7508e-02 +2.3606e+00 +1.8530e+00 -2.0573e+00 -1.0516e+00 -1.4985e+00 -3.9599e+00 -7.9872e-01
28 +4.293978096e+08 +4.293978096e+08 +4.293978469e+08 +4.293978469e+08 -3.1868e+00 +1.2067e-01 -6.3857e-01 -3.6436e+00 +1.7648e+00 -4.2385e+00 +7.1210e-01 +7.9880e-01 -3.4375e+00 -2.3059e+00 +4.4937e+00 +3.4719e+00 -1.3652e+00 -2.7957e+00 -1.0525e+00 +3.5883e+00 -4.0856e+00 -2.1626e+00 +1.3195e+00 +4.6333e+00
30 +2.437614962e+08 +2.437614962e+08 +2.437615335e+08 +2.437615335e+08 -4.8662e+00 +1.1229e+00 +1.3698e+00 +1.7465e+00 +4.4729e+00 +2.4222e+00 -1.9765e+00 -1.7686e+00 -3.1384e+00 +4.6512e+00 -3.1334e+00 +4.2720e+00 -1.9287e+00 -1.2184e+00 -2.6237e-01 -3.2228e-02 -7.0715e-01 -1.8543e+00 +2.3291e+00 -2.3746e+00
% function evaluation | noise-free fitness - Fopt (-3.096300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.490071723e+08 +6.490071723e+08 +6.490068627e+08 +6.490068627e+08 -1.4004e+00 +3.6899e+00 -3.8718e+00 -9.2747e-01 +2.6167e+00 +4.4420e+00 -2.9759e+00 -3.4804e+00 +1.1204e+00 -3.5298e+00 +2.0263e+00 -3.8346e+00 -3.5713e+00 +2.9434e+00 -1.0540e+00 +4.4821e+00 +2.4089e+00 -1.6275e+00 -1.8405e+00 -2.1071e+00
5 +5.263106964e+08 +5.263106964e+08 +5.263103868e+08 +5.263103868e+08 -2.6499e+00 -2.0159e+00 +2.7835e+00 -3.5565e+00 +3.6708e+00 -3.5046e+00 -1.7502e+00 -4.1247e+00 +2.0170e+00 -2.7255e+00 +4.4063e+00 +1.8705e-01 -2.0461e+00 +4.6491e+00 -3.5292e+00 +1.5958e+00 -1.1537e+00 -3.8648e+00 +3.9320e+00 +2.0654e+00
