% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.905526384e+05 +2.905526384e+05 +2.900061384e+05 +2.900061384e+05 -2.7018e+00 +1.9952e+00 +3.1800e+00 +1.7677e+00 -4.0592e+00 -7.2649e-02 -2.4949e-01 -4.3821e+00 +2.3953e+00 -4.2116e+00
2 +3.836261228e+04 +3.836261228e+04 +3.781611228e+04 +3.781611228e+04 +4.1198e+00 -1.0039e+00 -8.9009e-01 +1.1874e-01 +2.9712e+00 +3.8573e-01 +2.5355e+00 +7.8845e-01 -3.6512e+00 -1.6427e+00
10 +1.450563166e+04 +1.450563166e+04 +1.395913166e+04 +1.395913166e+04 +3.3710e+00 +3.3825e+00 +1.5714e+00 -6.1510e-01 -1.8192e+00 +9.3465e-01 -7.8906e-02 -5.3026e-01 -8.1776e-01 +3.4283e+00
24 +2.645672136e+03 +2.645672136e+03 +2.099172136e+03 +2.099172136e+03 -1.4935e+00 +1.7846e+00 +3.4645e+00 +1.1084e+00 -1.1164e+00 -1.2490e-01 -1.5198e+00 +5.4563e-01 -1.4956e+00 +6.9044e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.007775866e+04 +6.007775866e+04 +6.107775866e+04 +6.107775866e+04 -1.4618e+00 +4.6419e-01 -2.7512e+00 +2.4742e+00 +4.4221e+00 -1.9013e+00 -2.8353e+00 -7.9257e-01 +1.0218e+00 -3.3320e+00
9 +9.018653516e+03 +9.018653516e+03 +1.001865352e+04 +1.001865352e+04 +2.7195e+00 -2.0698e+00 +1.0015e+00 +9.2689e-01 -1.1538e+00 +1.8673e+00 +1.0732e+00 -4.0829e-01 -1.9256e+00 -2.5654e+00
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.753927971e+04 +1.753927971e+04 +1.774765971e+04 +1.774765971e+04 -3.0768e+00 -3.8375e+00 -4.6207e-01 +4.3852e+00 -3.6802e+00 -1.6856e-01 +2.3499e+00 +3.6671e+00 -1.2672e+00 +1.8377e+00
21 +6.852992275e+03 +6.852992275e+03 +7.061372275e+03 +7.061372275e+03 -1.4595e+00 +3.5227e+00 +1.4501e+00 +2.9467e+00 -8.7765e-01 +2.2388e+00 +3.7922e+00 +1.3219e+00 -3.2238e+00 +9.8339e-01
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.530724048e+05 +1.530724048e+05 +1.529274448e+05 +1.529274448e+05 +3.3767e+00 +3.8940e+00 -3.3395e+00 -3.8947e+00 +1.7620e+00 -3.7027e+00 +3.4948e+00 -1.2280e+00 +2.7877e+00 +3.9271e+00
2 +3.883765807e+04 +3.883765807e+04 +3.869269807e+04 +3.869269807e+04 +4.5113e+00 +1.7216e+00 -1.8640e+00 -5.9462e-01 -2.8829e+00 +3.7848e-01 -2.8177e+00 +3.4069e+00 -4.9514e+00 -9.9940e-01
3 +1.873545542e+04 +1.873545542e+04 +1.859049542e+04 +1.859049542e+04 -2.7316e+00 -3.7599e+00 -3.6523e+00 -3.3572e+00 -4.8429e+00 -2.0186e+00 -2.3036e+00 +1.7384e+00 -3.3153e+00 -1.3332e-01
18 +1.497121773e+04 +1.497121773e+04 +1.482625773e+04 +1.482625773e+04 -6.1083e-01 +2.8400e+00 -6.9819e-01 -3.3582e+00 +3.2001e+00 +3.9337e+00 -2.6612e+00 +2.1601e+00 +8.2230e-01 +3.6583e+00
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.207729030e+05 +1.207729030e+05 +1.207666030e+05 +1.207666030e+05 +2.1746e+00 -4.9655e+00 -2.7322e+00 +4.2761e+00 -3.4023e+00 -2.4579e+00 -3.7332e+00 +1.2974e+00 -3.1950e+00 +4.2238e+00
4 +5.349870118e+04 +5.349870118e+04 +5.349240118e+04 +5.349240118e+04 +4.3811e+00 -4.9351e+00 +2.7667e+00 -4.0051e-01 -1.3415e+00 -1.3827e+00 +1.1262e+00 +3.7920e+00 +9.0833e-01 +1.8452e+00
